Bulan;Vendor;Jenis Kendaraan;Type;Nopol;Sparepart;Jasa;PPN;Total Biaya;Keterangan;Biaya Sebelum PPN;PPN Rate;Sparepart %;Jasa %
Juli;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 9352 AP;485.317;42.000;58.006;585.323;Rusak Ringan;527.317;11,00%;82,90%;7,20%
Juli;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9353 AP;3.287.567;4.137.000;816.700;8.241.267;Rusak Sedang;7.424.567;11,00%;39,90%;50,20%
Juli;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9347 AP;10.617.314;1.645.000;1.348.856;13.611.170;Rusak Berat;12.262.314;11,00%;78,00%;12,10%
Juli;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Truck;Others;L 8701 CP;8.511.171;1.470.000;1.097.929;11.079.100;Rusak Berat;9.981.171;11,00%;76,80%;13,30%
Juli;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;Luxio;L 1657 FP;12.518.450;2.128.000;1.611.110;16.257.560;Rusak Berat;14.646.450;11,00%;77,00%;13,10%
Juli;CV. ASRI;Mini Bus;Kijang;L 1739 CP;1.939.201;830.412;304.657;3.074.270;Rusak Sedang;2.769.613;11,00%;63,10%;27,00%
Juli;CV. ASRI;Mini Bus;Innova;L 1718 FP;1.387.772;1.329.910;298.945;3.016.627;Rusak Sedang;2.717.682;11,00%;46,00%;44,10%
Juli;CV. ASRI;Mini Bus;Innova;L 1986 EP;2.116.533;648.649;304.170;3.069.352;Rusak Sedang;2.765.182;11,00%;69,00%;21,10%
Juli;CV. ASRI;Mini Bus;Innova;L 1852 FP;2.438.726;1.073.655;386.362;3.898.743;Rusak Sedang;3.512.381;11,00%;62,60%;27,50%
Juli;CV. ASRI;Mini Bus;Innova;L 1659 FP;1.623.561;1.448.532;337.930;3.410.023;Rusak Sedang;3.072.093;11,00%;47,60%;42,50%
Juli;CV. ASRI;Mini Bus;Innova;L 1559 QP;675.699;1.133.087;198.967;2.007.753;Rusak Sedang;1.808.786;11,00%;33,70%;56,40%
Agustus;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Sedan;camry;L  1923 BP;2.374.442;2.509.500;537.234;5.421.176;Rusak Sedang;4.883.942;11,00%;43,80%;46,30%
Agustus;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 1571 FP;5.851.140;2.075.500;871.930;8.798.570;Rusak Berat;7.926.640;11,00%;66,50%;23,60%
Agustus;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Imv;Jeep;L 1012 ZZH;1.799.890;1.369.500;348.633;3.518.023;Rusak Sedang;3.169.390;11,00%;51,20%;38,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1320 CP;528.113;42.000;62.713;632.826;Rusak Sedang;570.113;11,00%;83,50%;6,60%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1817 FP;1.390.910;504.000;208.440;2.103.350;Rusak Sedang;1.894.910;11,00%;66,10%;24,00%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1349 CP;612.613;963.333;173.354;1.749.300;Rusak Sedang;1.575.946;11,00%;35,00%;55,10%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 9367 AP;1.547.583;1.213.800;303.752;3.065.135;Rusak Sedang;2.761.383;11,00%;50,50%;39,60%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1851 FP;4.494.414;1.365.000;644.536;6.503.950;Rusak Sedang;5.859.414;11,00%;69,10%;21,00%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1686 FP;4.817.347;1.339.800;677.286;6.834.433;Rusak Sedang;6.157.147;11,00%;70,50%;19,60%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 9355 AP;3.035.314;798.000;421.665;4.254.979;Rusak Sedang;3.833.314;11,00%;71,30%;18,80%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 8907 CP;5.666.592;1.533.000;791.954;7.991.546;Rusak Sedang;7.199.592;11,00%;70,90%;19,20%
September;CV. ASRI;Mini Bus;Innova;L 1588 FP;670.991;81.081;82.728;834.800;Rusak Sedang;752.072;11,00%;80,40%;9,70%
September;CV. ASRI;Mini Bus;Innova;L 1030 BP;2.437.906;1.133.087;392.809;3.963.802;Rusak Sedang;3.570.993;11,00%;61,50%;28,60%
September;CV. ASRI;Mini Bus;Innova;L 1743 FP;1.537.120;1.240.007;305.484;3.082.611;Rusak Sedang;2.777.127;11,00%;49,90%;40,20%
September;CV. ASRI;Mini Bus;Innova;L 1718 FP;4.566.846;1.179.227;632.068;6.378.141;Rusak Berat;5.746.073;11,00%;71,60%;18,50%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;Ford;L 8407 CP;10.172.160;4.137.000;1.574.008;15.883.168;Rusak Berat;14.309.160;11,00%;64,00%;26,00%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9365 AP;7.667.730;952.000;948.170;9.567.900;Rusak Sedang;8.619.730;11,00%;80,10%;9,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9347 AP;2.567.747;5.775.000;917.700;9.260.447;Rusak Sedang;8.342.747;11,00%;27,70%;62,40%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8841 CP;6.076.048;1.617.000;846.237;8.539.285;Rusak Sedang;7.693.048;11,00%;71,20%;18,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 1352 CP;1.277.432;2.506.000;416.178;4.199.610;Rusak Sedang;3.783.432;11,00%;30,40%;59,70%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 1658 FP;983.964;672.000;182.156;1.838.120;Rusak Sedang;1.655.964;11,00%;53,50%;36,60%
September;PT. United Motor Centre;Mini Bus;GC415;L 1775 CP;695.738;1.475.000;238.781;2.409.519;Rusak Ringan;2.170.738;11,00%;28,90%;61,20%
September;PT. United Motor Centre;Mini Bus;GC415;L 1150 CP;573.514;780.600;148.953;1.503.067;Rusak Ringan;1.354.114;11,00%;38,20%;51,90%
September;PT. United Motor Centre;Mini Bus;GC415;L 1151 CP;608.649;1.222.780;201.457;2.032.886;Rusak Ringan;1.831.429;11,00%;29,90%;60,10%
Agustus;CV. Sumber Agung Variasi;Fortuner;Fortuner;L 1011ZZH;0;500.000;55.000;555.000;Rusak Ringan;500.000;11,00%;0,00%;90,10%
Agustus;CV. Jaya AC Denso;Kia;Ambulance;L 1449 CP;8.725.226;788.288;1.046.486;10.560.000;Rusak Berat;9.513.514;11,00%;82,60%;7,50%
Agustus;CV. Jaya AC Denso;Toyota;Kijang;L 1852 FP;4.150.450;315.316;491.234;4.957.000;Rusak Berat;4.465.766;11,00%;83,70%;6,40%
Agustus;CV. Jaya AC Denso;Toyota;Mini Bus;L 1559 QP;3.175.676;698.198;426.126;4.300.000;Rusak Sedang;3.873.874;11,00%;73,90%;16,20%
Agustus;CV. Jaya AC Denso;Toyota;Camry;X - 11151-29;180.180;450.450;69.370;700.000;Rusak Sedang;630.630;11,00%;25,70%;64,40%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Micro Bus;Kia;L 1990 CP;316.811;1.190.000;165.749;1.672.560;Rusak Sedang;1.506.811;11,00%;18,90%;71,10%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Pick Up;TBR54;L 8882 CP;1.701.351;1.470.000;348.849;3.520.200;Rusak Sedang;3.171.351;11,00%;48,30%;41,80%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Mini Bus;Nseriess77;L 1447 CP;3.815.373;1.677.333;604.198;6.096.904;Rusak Sedang;5.492.706;11,00%;62,60%;27,50%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Pick Up;TBR54;L 9359 AP;3.049.414;1.512.378;501.797;5.063.589;Rusak Sedang;4.561.792;11,00%;60,20%;29,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Mini Bus;Other D;L 9194 BP;3.961.923;2.307.333;689.618;6.958.874;Rusak Sedang;6.269.256;11,00%;56,90%;33,20%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Mini Bus;TBR541;L 1978 DP;11.594.741;2.888.333;1.593.138;16.076.212;Rusak Sedang;14.483.074;11,00%;72,10%;18,00%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang Waru;Pick Up;TBR54;L 8871 CP;7.447.207;2.063.585;1.046.187;10.556.979;Rusak Sedang;9.510.792;11,00%;70,50%;19,50%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8740 CP;4.591.016;2.755.666;808.138;8.154.820;Rusak Sedang;7.346.682;11,00%;56,30%;33,80%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Truck Khusus;Other I;L 9334 AP;5.285.856;2.422.000;847.861;8.555.717;Rusak Sedang;7.707.856;11,00%;61,80%;28,30%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;Luxio;L 1657 FP;4.100.502;8.369.900;1.371.744;13.842.146;Rusak Berat;12.470.402;11,00%;29,60%;60,50%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9370 AP;9.084.640;2.730.000;1.299.611;13.114.251;Rusak Berat;11.814.640;11,00%;69,30%;20,80%
Oktober;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Sedan;Camry;L 1025 ZZH;812.863;1.964.500;305.510;3.082.873;Rusak Ringan;2.777.363;11,00%;26,40%;63,70%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;TBR541;L 1361 CP;5.107.840;2.079.000;790.553;7.977.393;Rusak Sedang;7.186.840;11,00%;64,00%;26,10%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8794 CP;2.201.582;3.297.000;604.846;6.103.428;Rusak Sedang;5.498.582;11,00%;36,10%;54,00%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;Nseriess77;L 1447 CP;3.717.666;1.827.000;609.913;6.154.579;Rusak Sedang;5.544.666;11,00%;60,40%;29,70%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9362 AP;6.788.973;1.750.000;939.288;9.478.261;Rusak Sedang;8.538.973;11,00%;71,60%;18,50%
Oktober;CV. Asri;Mini Bus;IMV;L 1030 BP;8.343.735;2.803.119;1.226.154;12.373.008;Rusak Berat;11.146.854;11,00%;67,40%;22,70%
Oktober;CV. Asri;Mini Bus;IMV;L 1743 FP;2.116.533;648.649;304.170;3.069.352;Rusak Ringan;2.765.182;11,00%;69,00%;21,10%
Oktober;PT. United Motor Centre;Mini Bus;GC415;L 1151 CP;1.466.667;815.000;250.983;2.532.650;Rusak Ringan;2.281.667;11,00%;57,90%;32,20%
Oktober;PT. United Motor Centre;Mini Bus;GC415;L 1154 CP;1.764.678;1.065.000;311.265;3.140.943;Rusak Ringan;2.829.678;11,00%;56,20%;33,90%
Oktober;PT. United Motor Centre;Mini Bus;GC415;L 1152 CP;533.244;614.500;126.252;1.273.996;Rusak Ringan;1.147.744;11,00%;41,90%;48,20%
Oktober;PT. United Motor Centre;Mini Bus;GC415;L 1150 CP;1.180.667;1.217.500;263.798;2.661.965;Rusak Ringan;2.398.167;11,00%;44,40%;45,70%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR54;L 9363 AP;6.958.458;2.727.200;1.065.422;10.751.080;Rusak Berat;9.685.658;11,00%;64,70%;25,40%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1635 DP;4.884.236;1.428.000;694.345;7.006.581;Rusak Sedang;6.312.236;11,00%;69,70%;20,40%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1984 EP;2.254.949;1.591.800;423.143;4.269.892;Rusak Sedang;3.846.749;11,00%;52,80%;37,30%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1740 FP;3.762.072;1.281.000;554.738;5.597.810;Rusak Sedang;5.043.072;11,00%;67,20%;22,90%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 9363 AP;385.004;7.267.260;841.749;8.494.013;Rusak Sedang;7.652.264;11,00%;4,50%;85,60%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1895 BP;1.427.507;1.381.800;309.024;3.118.331;Rusak Ringan;2.809.307;11,00%;45,80%;44,30%
Oktober;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 8409 CP;1.420.444;1.381.800;308.247;3.110.491;Rusak Ringan;2.802.244;11,00%;45,70%;44,40%
September;CV. ASRI;Mini Bus;Innova;L 1588 FP;670.991;81.081;82.728;834.800;Rusak Sedang;752.072;11,00%;80,40%;9,70%
September;CV. ASRI;Mini Bus;Innova;L 1030 BP;2.437.906;1.133.087;392.809;3.963.802;Rusak Sedang;3.570.993;11,00%;61,50%;28,60%
September;CV. ASRI;Mini Bus;Innova;L 1743 FP;1.537.120;1.240.007;305.484;3.082.611;Rusak Sedang;2.777.127;11,00%;49,90%;40,20%
September;CV. ASRI;Mini Bus;Innova;L 1718 FP;4.566.846;1.179.227;632.068;6.378.141;Rusak Berat;5.746.073;11,00%;71,60%;18,50%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;Ford;L 8407 CP;10.172.160;4.137.000;1.574.008;15.883.168;Rusak Berat;14.309.160;11,00%;64,00%;26,00%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9365 AP;7.667.730;952.000;948.170;9.567.900;Rusak Sedang;8.619.730;11,00%;80,10%;9,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 9347 AP;2.567.747;5.775.000;917.700;9.260.447;Rusak Sedang;8.342.747;11,00%;27,70%;62,40%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8841 CP;6.076.048;1.617.000;846.237;8.539.285;Rusak Sedang;7.693.048;11,00%;71,20%;18,90%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 1352 CP;1.277.432;2.506.000;416.178;4.199.610;Rusak Sedang;3.783.432;11,00%;30,40%;59,70%
Agustus;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 1658 FP;983.964;672.000;182.156;1.838.120;Rusak Sedang;1.655.964;11,00%;53,50%;36,60%
Oktober;CV. Jaya AC Denso;Toyota;Fortuner;L 1011 ZZH;2.729.730;707.207;378.063;3.815.000;Rusak Ringan;3.436.937;11,00%;71,60%;18,50%
Oktober;CV. Jaya AC Denso;Kia;Ambulance;L 9127 AP;4.666.667;0;513.333;5.180.000;Rusak Sedang;4.666.667;11,00%;90,10%;0,00%
Oktober;CV. Jaya AC Denso;Kia;Ambulance;L 9194 BP;5.202.703;225.225;597.072;6.025.000;Rusak Sedang;5.427.928;11,00%;86,40%;3,70%
Oktober;CV. Jaya AC Denso;Mini Bus;TBR54;L 1658 FP;3.319.820;315.315;399.865;4.035.000;Rusak Sedang;3.635.135;11,00%;82,30%;7,80%
Oktober;CV. Jaya AC Denso;Mini Bus;TBR54;L 1571 CP;3.364.865;315.315;404.820;4.085.000;Rusak Sedang;3.680.180;11,00%;82,40%;7,70%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 7642 AP;3.031.557;1.964.000;549.511;5.545.068;Rusak Sedang;4.995.557;11,00%;54,70%;35,40%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 7640 AP;3.098.403;2.511.000;617.034;6.226.437;Rusak Sedang;5.609.403;11,00%;49,80%;40,30%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;TBR541;L 1348 CP;12.310.481;4.158.000;1.811.534;18.280.015;Rusak Berat;16.468.481;11,00%;67,30%;22,70%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8794 CP;6.818.108;1.425.200;906.764;9.150.072;Rusak Berat;8.243.308;11,00%;74,50%;15,60%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 7643 AP;3.315.339;3.068.000;702.167;7.085.506;Rusak Sedang;6.383.339;11,00%;46,80%;43,30%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 1594 FP;2.598.223;2.180.500;525.660;5.304.383;Rusak Sedang;4.778.723;11,00%;49,00%;41,10%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;Other I;L 1553 FP;2.892.404;1.591.233;493.200;4.976.837;Rusak Sedang;4.483.637;11,00%;58,10%;32,00%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1031 BP;5.069.591;1.675.800;741.993;7.487.384;Rusak Sedang;6.745.391;11,00%;67,70%;22,40%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Pick Up;TBR54;L 9308 AP;3.286.135;672.000;435.286;4.393.421;Rusak Sedang;3.958.135;11,00%;74,80%;15,30%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Micro Bus;Daihatsu;L 1990 CP;5.643.339;1.050.000;736.266;7.429.605;Rusak Sedang;6.693.339;11,00%;76,00%;14,10%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Mini Bus;IMV;L 1852 CP;9.270.980;2.160.500;1.257.463;12.688.943;Rusak Berat;11.431.480;11,00%;73,10%;17,00%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Mini Bus;Avanza;L 1038 CP;1.859.720;2.105.500;436.174;4.401.394;Rusak Sedanag;3.965.220;11,00%;42,30%;47,80%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Micro Bus;Hiace;L 1571 FP;7.466.666;772.000;906.253;9.144.919;Rusak Sedanag;8.238.666;11,00%;81,60%;8,40%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR54;L 8819 CP;5.484.485;1.402.800;757.602;7.644.887;Rusak Sedang;6.887.285;11,00%;71,70%;18,30%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;TBR541;L 1703 FP;4.064.960;774.333;532.323;5.371.616;Rusak Sedang;4.839.293;11,00%;75,70%;14,40%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;Other I;L 1990 CP;5.083.712;1.386.000;711.668;7.181.380;Rusak Sedang;6.469.712;11,00%;70,80%;19,30%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;NSERIES100;L 7651 AP;1.830.992;1.524.600;369.114;3.724.706;Rusak Ringan;3.355.592;11,00%;49,20%;40,90%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Mini Bus;NSERIES100;L 7649 AP;1.920.449;924.000;312.889;3.157.338;Rusak Ringan;2.844.449;11,00%;60,80%;29,30%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Pick Up;TBR54;L 8847 CP;6.365.766;1.218.000;834.214;8.417.980;Rusak Sedang;7.583.766;11,00%;75,60%;14,50%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang HR Muhammad;Mini Bus;TBR541;L 1351 CP;6.001.352;1.512.000;826.469;8.339.821;Rusak Sedang;7.513.352;11,00%;72,00%;18,10%
Desember;PT. ASTRA INTERNATIONAL ISUZU cabang Kombes Duryat;Micro Bus;Nseriess77;L 7761 AP;1.663.700;672.000;256.927;2.592.627;Rusak Ringan;2.335.700;11,00%;64,20%;25,90%
Desember;PT. United Motor Center;Mini Bus;GC415;L 1157 CP;1.507.558;1.306.600;309.557;3.123.715;Rusak Ringan;2.814.158;11,00%;48,30%;41,80%
Desember;PT. United Motor Center;Mini Bus;GC415;L 1775 CP;3.567.237;1.650.000;573.896;5.791.133;Rusak Sedang;5.217.237;11,00%;61,60%;28,50%
Desember;PT. United Motor Center;Mini Bus;GC415;L 8024 CP;2.349.556;2.164.100;496.502;5.010.158;Rusak Sedang;4.513.656;11,00%;46,90%;43,20%
Desember;PT. ASTRA INTERNATIONAL Toyota Basuki Rahmat;Mini Bus;IMV;L 1955 CP;2.908.476;1.372.500;470.907;4.751.883;Rusak Sedanag;4.280.976;11,00%;61,20%;28,90%